MZ name,coordenadas,restaurant_name,dish_name,details,categories,unitMinPrice,valoration,delivery_fee,delivery_time_min,delivery_time_max,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,La Lonchera (unicentro de Occidente),Ojo de tigre,"El trio maravilla. Pescado blanco, atun y salmon, todo tempura envuelto en ajonjoli.",Sushi,12900,4.20755004882813,5850,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,La Lonchera (unicentro de Occidente),Phila. Crispy,"Nuestro rollo philadelphia ahora viene crispy, para que lo disfrutes de una manera unica, ",Sushi,12900,4.20755004882813,5850,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,La Lonchera (unicentro de Occidente),Philadelphia,"El mejor salmon fresco, acompanado aguacate y queso crema.",Sushi,12900,4.20755004882813,5850,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,La Lonchera (unicentro de Occidente),Salmón Skin,"Piel de salmon crocante, queso crema y aguacate, envuelto en ajonjoli tostado.",Sushi,12900,4.20755004882813,5850,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,La Lonchera (unicentro de Occidente),Samurai Roll,"El rollo preferido de los espadachines. Langostino, queso crema y aguacate, envuelto en ma",Sushi,15900,4.20755004882813,5850,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,La Lonchera (unicentro de Occidente),Tokio Roll,"Calamar crispy, aguacate, masago, queso crema, envuelto en ajonjoli.",Sushi,11900,4.20755004882813,5850,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,La Lonchera (unicentro de Occidente),Tommy Roll,"Salmon fresco, queso crema y bastones de mango tommy, envuelto en ajonjoli.",Sushi,12900,4.20755004882813,5850,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,La Lonchera (unicentro de Occidente),Vegetariano Roll ,"Para nuestros clientes vegetarianos, una combinacion perfecta entre aguacate y pepino euro",Sushi,10900,4.20755004882813,5850,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,La Lonchera (unicentro de Occidente),Mix rice,"Maravillosa combinacion entre pollo, lomo de res, calamares, camarones, kanikama, vegetale",Wok ,35900,4.20755004882813,5850,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,La Lonchera (unicentro de Occidente),Pad thai,"Clasica preparacion de tallarines de arroz salteados al wok, con vegetales, lomo de res, p",Wok ,35900,4.20755004882813,5850,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,La Lonchera (unicentro de Occidente),Vietnamita salad,"Lechugas frescas acompanadas de maiz tierno, champinones, cebolla, tomate cherry, aguacate",Ensaladas,14900,4.20755004882813,5850,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,La Lonchera (unicentro de Occidente),Togarashi,"Proteina encostrada en togarashi, sal marina, aguacate, mango tommy, piel de gyozas crocan",Pokes,14900,4.20755004882813,5850,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,La Lonchera (unicentro de Occidente),Coctel de Camarones,El tipico coctel de camarones colombiano,Sabor Colombiano,15000,4.20755004882813,5850,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,La Lonchera (unicentro de Occidente),Coctel de Pescado,El mas fresco pescado de mar marinado en la salsa mas colombiana,Sabor Colombiano,15000,4.20755004882813,5850,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,La Lonchera (unicentro de Occidente),Oreo Crunchy,Deliciosas galletas crunchy con salsa de arequipe y toque de azucar pulverizada.,Postres ,9900,4.20755004882813,5850,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,La Lonchera (unicentro de Occidente),Banana Tempura,"Bananos tempurizados con coco, banado en salsa de chocolate Hershey´s.",Postres ,11900,4.20755004882813,5850,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,La Lonchera (unicentro de Occidente),Agua,Agua 600 ml,Bebidas,4500,4.20755004882813,5850,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,La Lonchera (unicentro de Occidente),Coca Cola Normal 400,Gaseosa refrescante de 300 ml,Bebidas,4500,4.20755004882813,5850,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,La Lonchera (unicentro de Occidente),Coca Cola Zero 400,Gaseosa Coca Cola Zero 400ml,Bebidas,4500,4.20755004882813,5850,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,La Lonchera (unicentro de Occidente),Jugos naturales en Agua,Deliciosos jugos naturales en agua,Bebidas,6900,4.20755004882813,5850,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,La Lonchera (unicentro de Occidente),Jugos naturales en Leche,Deliciosos jugos naturales en leche,Bebidas,7900,4.20755004882813,5850,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,La Lonchera (unicentro de Occidente),Limonadas,Limonadas refrescantes al mejor estilo de la casa.,Bebidas,5900,4.20755004882813,5850,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,La Lonchera (unicentro de Occidente),Té Hatsu,Bebida de 400 ml,Bebidas,5500,4.20755004882813,5850,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Red Wings Unicentro,12 alitas + papitas,6 colombinas y 6 coditos con Blue Cheese y papas a la francesa.,Promociones,24500,3,5850,49,59,,,,,,,
