MZ name,coordenadas,restaurant_name,dish_name,details,categories,unitMinPrice,valoration,delivery_fee,delivery_time_min,delivery_time_max,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,Arma Tu Deliciosa Milkshake  ,"Tamaño 10 Onzas, el helado y tus toppings. ",Milkshakes,7500,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,Arma Tu Refrescante ChelFruit 16 Onzas,16 oz,Chelfruit ,9400,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,Chelfruit Cristiano Ronaldo16 Onz,"Base de lyche, michelado de azucar acida, fresa y melocotón.",Hall de la Fama Chelfruit,8400,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,Chelfruit Kylian Mbappé16 Onz,"Base de granadina, michelado de azúcar acida, maracuyá y cereza.",Hall de la Fama Chelfruit,8400,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,Chelfruit Leo Messi 16 Onz,"Base de manzana verde, michelado de sal limón, lulo y melocotón.",Hall de la Fama Chelfruit,8400,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,Chelfruit Maradona 16 Onz,"Base de sandia, michelado de azucar acida, cereza y piña.",Hall de la Fama Chelfruit,8400,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,Chelfruit Neymar16 Onz,"Base de mango biche, michelado de sal pimienta, maracuyá y mango.",Hall de la Fama Chelfruit,8400,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,Chelfruit Pelé 16 Onz,"Base de lulo, michelado de sal limón, lulo y mora.",Hall de la Fama Chelfruit,8400,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,Arma tu Delicioso Egglo,whitout info,Egglo,8900,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,Frida Kahlo,"Dos bolas de helado artesanal, mora, granola y maracuyá.",Parfait´s,7900,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,Pablo Picasso,"Dos bolas de helado artesanal, lulo, granola y melocotón. ",Parfait´s,8500,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,Vincent Van Gogh,"Dos bolas de helado artesanal, mora, granola y banano.",Parfait´s,7900,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,Arma tu Brownie,"1. Helado.
2. Salsa.
3. Topping.",Arma Tu Delicioso Brownie,5900,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,Crea tu sabroso Ice Cream,2 bolas base helado artesanal,Ice Cream,4900,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,Bana shock,"Helado artesanal, granola, salsa hershey´s, de chocolate, banano y crema chantilly.",Ice Creams,7500,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,Coton Brownie,"Helado artesanal, granola, salsa hershey´s, de chocolate, melocotón y crema chantilly.",Ice Creams,8500,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,Loto Escarlata ,"Helado artesanal, granola, salsa frutos rojos, cerezas y crema chantilly.",Ice Creams,8500,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,Frappé Milo,whitout info,Frappe´s,7500,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,Arma tu Crepe,whitout info,Crepes De Dulce,11800,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,"Crepe Jamón Serrano, Queso, Pesto y Tomates Secos",whitout info,Crepes Sal,13900,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,Crepe de Queso,whitout info,Crepes Sal,6900,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,"Crepe de Queso Tocineta, Ciruela y Salsa de la Casa",whitout info,Crepes Sal,10900,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,"Crepe de Queso, Pesto y Tomates Secos",whitout info,Crepes Sal,9900,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,Breaking bad,"Nutella, banano.",Hall De La Fama Crepes,10400,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,Game of Thrones,"Nutella, banano, fresa.",Hall De La Fama Crepes,11900,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,Friends,"Fresa, salsa de frutos rojos.",Hall De La Fama Crepes,7900,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,Stranger Things,"Arequipe, queso.",Hall De La Fama Crepes,7900,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,Umbrella Academy,"Arequipe, banano.",Hall De La Fama Crepes,7900,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,Limonada de Cereza,Tamaño 10 Onzas,Limonadas,6900,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,Limonada de Coco,Tamaño 10 Onzas,Limonadas,6900,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,Limonada de Hierbabuena,Tamaño 10 Onzas,Limonadas,6900,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,Breaking bad,"Nutella, banano.",Productos por 2.900 🥳 ,9400,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,La Casa de Papel,"Nutella, fresa.",Productos por 2.900 🥳 ,9400,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,Nachos con queso cheddar,30 gr de Nachos acompañados de 20 gr de salsa de queso cheddar. ,Acompañamientos,4500,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,Platanitos,30gr de Platanitos,Acompañamientos,4500,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,Eggette Rihanna,"Masa mixta, relleno de chips de chocolate negro, helado de yogurt griego light, kiwi, durazno, kinder barra y salsa artesanal de frutos rojos.",Descuentos de Locura 🤟🤩 ,13005,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Nido - Éxito Suba,Milkshake Jackie Chan 16 Onz,"Helado de vainilla, salsa de nutella, chips negras de chocolate, cerezas y crema chantilly.",Descuentos de Locura 🤟🤩 ,23865,4.33333015441895,4700,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Chamo´s Arepas,Arepa Chamo Full Con Todo,"Arepa Rellena de Carne de res, Pollo, Chorizo a la parrila, queso blanco rallado, pico e'gallo y salsa de la casa",Arepas,10108.8,4.33333015441895,4100,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Chamo´s Arepas,Arepa de Carne,"Arepa Rellena de Carne a la Parrila, Queso Blanco Rallado, pico e'gallo y Salsa de la casa",Arepas,10108.8,4.33333015441895,4100,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Chamo´s Arepas,Arepa de Pollo,"Arepa Rellena de Pollo, Queso Blanco Rallado, pico e'gallo y Salsa de la casa",Arepas,10108.8,4.33333015441895,4100,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Chamo´s Arepas,Arepa de Chorizo,"Arepa Rellena de , Queso Blanco Rallado, pico e'gallo y Salsa de la casa",Arepas,10108.8,4.33333015441895,4100,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Chamo´s Arepas,Pastelito Pizza,"Pastelitos de Harina de Trigo Rellenos de Jamon, queso, maiz, salsa para pizza (salsa napolitana) y Salsa de la Casa",Pastelitos y Tequeños,2000,4.33333015441895,4100,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Chamo´s Arepas,Pastelito de Jamon y Queso,Pastelitos de Harina de Trigo Rellenos de Jamon y Queso,Pastelitos y Tequeños,2000,4.33333015441895,4100,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Chamo´s Arepas,Pastelito de Papa con Queso,Pastelitos de Harina de Trigo Rellenos de Papa con Queso,Pastelitos y Tequeños,2000,4.33333015441895,4100,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Chamo´s Arepas,Tequeyoyos (deditos de Queso Especiales),"Tequeñps Especiales Rellenos de Queso, Jamon y Tajada de Platano Maduro Frito, Salsa de la Casa",Pastelitos y Tequeños,2500,4.33333015441895,4100,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Chamo´s Arepas,Tequeño de Queso con Bocadillo,Tequeños Rellenos de Queso con Bocadillo,Pastelitos y Tequeños,2000,4.33333015441895,4100,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Chamo´s Arepas,Tequeños (deditos de Queso),Tequeños rellenos de full queso,Pastelitos y Tequeños,2000,4.33333015441895,4100,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Chamo´s Arepas,Empanada de Carne Esmechada,Empanada Rellena de Carne Esmechada y Salsa de la Casa,Empanadas,2500,4.33333015441895,4100,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Chamo´s Arepas,Empanada de Pollo,"Empanada rellena de Pollo, y Salsa de la casa",Empanadas,2500,4.33333015441895,4100,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Chamo´s Arepas,Chamo's Empanadas 250 ml,"5 Piezas de Empanadas
1 Bebida Postobon de 250 ml
Salsa de la Casa",Combos,12450,4.33333015441895,4100,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Chamo´s Arepas,"Chamo's Empedanas 1,5 Litros","5 Piezas de Empanadas
1 Gaseosa 1,5 litros
Salsa de la casa",Combos,15500,4.33333015441895,4100,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Chamo´s Arepas,Chamos Combo Pasteles,"4 Piezas de Pasteles
1 Tequeño
1 Bebida Postobon 250 ml",Combos,13000,4.33333015441895,4100,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Chamo´s Arepas,Combo Arepa Chamo Full Con Todo+Bebida Postobon 250ml,"Arepa Rellena con Carne de Res, Pollo, Chorizo, queso blanco rallado, pico e' gallo salsa de la casa y Bebida Postobon 250ml",Combos,12480,4.33333015441895,4100,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Chamo´s Arepas,Combo Tequeños+Bebida Postobon 250ml,"3 Tequeños de Queso+
3 Tequeños de Queso con Bocadillo+
1 Bebida Postobon 250ml",Combos,13000,4.33333015441895,4100,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Chamo´s Arepas,Mega Combo Chamos,"2 Arepas Chamos Full Con Todo
4 Piezas de Pasteles
1 Tequeño
1 Gaseosa Postobon 1,5 litros
Salsa de la Casa",Combos,29760,4.33333015441895,4100,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Chamo´s Arepas,Arepa Chamo Full Con Todo,"Arepa Rellena de Carne de res, Pollo, Chorizo a la parrila, queso blanco rallado, pico e'gallo y salsa de la casa",🟠Tu pedido a 💲2900😛,12480,4.33333015441895,4100,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Chamo´s Arepas,Arepa de Pollo,"Arepa Rellena de Pollo, Queso Blanco Rallado, pico e'gallo y Salsa de la casa",🟠Tu pedido a 💲2900😛,12480,4.33333015441895,4100,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Chamo´s Arepas,Chamos Combo Pasteles,"4 Piezas de Pasteles
1 Tequeño
1 Bebida Postobon 250 ml",🟢Pide tu combo a 💲5900 🤑,13000,4.33333015441895,4100,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Chamo´s Arepas,Combo Tequeños+Bebida Postobon 250ml,"3 Tequeños de Queso+
3 Tequeños de Queso con Bocadillo+
1 Bebida Postobon 250ml",🟢Pide tu combo a 💲5900 🤑,13000,4.33333015441895,4100,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Heladería Frutería las Marias,Ensalada Grande,"Deliciosa ensalada de frutas, elaborada con productos frescos y naturales, como: Papaya, Melón, Mango, Banano, Granola, Crema de Leche, Yogurt, Queso, Fresa, Uva, Carambolo, Kiwi, Manzana y Cereza; acompañada de una bola de tu helado favorito y salsa de tu elección.",Ensalada de Frutas,9900,4.32143020629883,5600,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Heladería Frutería las Marias,Ensalada Sencilla,"Deliciosa ensalada de frutas, elaborada con productos frescos y naturales, como: Papaya, Melón, Mango, Banano, Granola, Crema de Leche, Yogurt, Queso, Fresa, Uva, Carambolo, Kiwi y Manzana; acompañada de una bola de tu helado favorito y salsa de tu elección.",Ensalada de Frutas,8900,4.32143020629883,5600,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Heladería Frutería las Marias,Ensalada Súper,"Deliciosa ensalada de frutas, elaborada con productos frescos y naturales, como: Papaya, Melón, Mango, Banano, Granola, Crema de Leche, Yogurt, Queso, Fresa, Uva, Carambolo, Kiwi, Manzana y Cereza; acompañada de dos bolas de tus helados favoritos y salsa de tu elección.",Ensalada de Frutas,10900,4.32143020629883,5600,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Heladería Frutería las Marias,Ensalada Light,"Deliciosa ensalada de frutas, elaborada con productos frescos y naturales, como: Papaya, Melón, Mango, Banano, Granola, Fresa, Uva, Carambolo, Kiwi y Manzana; acompañada de un pequeño toque de miel.",Ensalada de Frutas,6900,4.32143020629883,5600,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Heladería Frutería las Marias,Crepe Doble,"Suave masa casera, de sabor exclusivo, plana, con una base de arequipe, o chocolate, o tu salsa preferida, acompañada de queso, yogurt, dos frutas frescas y naturales, terminada por dos bolas de tus helados favoritos, dos salsas y dos cerezas.",Waffles & Creppes,10900,4.32143020629883,5600,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Heladería Frutería las Marias,Waffle Doble,"Suave masa casera, de sabor exclusivo, esponjada, con una base de arequipe, o chocolate, o tu salsa preferida, acompañada de queso, yogurt, dos frutas frescas y naturales , terminada por dos bolas de tus helados favoritos, dos salsas y dos cerezas.",Waffles & Creppes,10900,4.32143020629883,5600,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Heladería Frutería las Marias,Brownie con Helado,"Una bola de delicioso helado de tu sabor preferido, sobre un delicioso brownie casero caliente, acompañado de una salsa del sabor de tu elección.",Postres,5500,4.32143020629883,5600,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Heladería Frutería las Marias,Fresas con Helado,"Dos bolas de tus helados favoritos, acompañadas de deliciosas fresas frescas, y dos salsas de tu sabor preferido, con una cereza para intensificar su sabor.",Postres,6500,4.32143020629883,5600,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Heladería Frutería las Marias,Gusanito,"Tres bolas de tus helados favoritos, acompañados de gomitas tipo gusanito, m&m, dos deliciosas salsas y grageas de colores.",Postres,6300,4.32143020629883,5600,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Heladería Frutería las Marias,Vaso Gomitas,"Una bola de delicioso helado de tu sabor preferido, acompañada de gomitas tipo tortugas y gusanitos, con barquillo y una salsa del sabor de tu elección.",Postres,3200,4.32143020629883,5600,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Heladería Frutería las Marias,Banana Split,"Tres bolas de tus helados favoritos, acompañadas de un delicioso banano, y dos salsas de tu sabor preferido, con barquillo y dos cerezas para intensificar su sabor.",Postres,6800,4.32143020629883,5600,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Heladería Frutería las Marias,Frappe,"Deliciosa bebida refrescante tipo Frappe, elaborado con frutas naturales, helado y una salsa como complemento. ",Frappes y Malteadas,6500,4.32143020629883,5600,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Heladería Frutería las Marias,Malteada,"Deliciosa bebida refrescante, elaborada con tres bolas de tus helados favoritos y una salsa como complemento. ",Frappes y Malteadas,6000,4.32143020629883,5600,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Heladería Frutería las Marias,Jugo Natural en Leche,"Delicioso jugo 100% natural, en leche entera o deslactosada, elaborado con la fruta fresca de tu elección.",Jugos Naturales y Salpicón ,5200,4.32143020629883,5600,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Heladería Frutería las Marias,Jugo Natural en agua,"Delicioso jugo 100% natural, elaborado con la fruta fresca de tu elección",Jugos Naturales y Salpicón ,4200,4.32143020629883,5600,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Heladería Frutería las Marias,Salpicón ,"Deliciosa bebida de salpicón de frutas, elaborado con productos frescos y naturales, como banano, papaya, melón y naranja.",Jugos Naturales y Salpicón ,3500,4.32143020629883,5600,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Heladería Frutería las Marias,Salpicón con helado,"Deliciosa bebida de salpicón de frutas, elaborado con productos frescos y naturales, como banano, papaya, melón y naranja, acompañada de una bola del helado de tu sabor favorito.",Jugos Naturales y Salpicón ,4500,4.32143020629883,5600,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Heladería Frutería las Marias,Helado Grande 4 Bolas,"Cuatro bolas de tus helados favoritos, en canasta, cono o vaso, acompañada de barquillo y dos salsas de tus sabores preferidos.",Helados,7100,4.32143020629883,5600,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Heladería Frutería las Marias,Helado Sencillo,"Sorprendente bola de tu helado favorito, en cono o vaso, acompañada de barquillo y una salsa de tu sabor preferido.",Helados,2500,4.32143020629883,5600,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Heladería Frutería las Marias,Helado Doble,"Dos bolas de tus helados favoritos, en cono o vaso, acompañada de barquillo y una salsa de tu sabor preferido.",Helados,3300,4.32143020629883,5600,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Heladería Frutería las Marias,Helado Triple,"Tres bolas de tus helados favoritos, en canasta, cono o vaso, acompañada de barquillo y dos salsas de tus sabores preferidos.",Helados,4500,4.32143020629883,5600,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Heladería Frutería las Marias,Helado Súper 5 Bolas,"Cinco bolas de tus helados favoritos, en canasta o vaso, acompañada de barquillo y dos salsas de tus sabores preferidos.",Helados,7300,4.32143020629883,5600,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Heladería Frutería las Marias,Helado Extremo 6 Bolas,"Seis bolas de tus helados favoritos, en canasta o vaso, acompañada de barquillo y dos salsas de tus sabores preferidos.",Helados,8700,4.32143020629883,5600,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Heladería Frutería las Marias,Litro de Helado 8 Bolas ,"Ocho bolas de tus helados favoritos, en envase para llevar.",Helados,11200,4.32143020629883,5600,60,70,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Qbano al Paso,Combo Dupla,"Disfruta de 2 sándwich de 17cm a elección desde $26.900 (Pollo, Hawaiano o especial) + 2 papas 70gr + 2 limonadas o Coca Cola a elección.",¡Sale desde 20% de descuento!,27900,4.32075023651123,4200,45,55,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Qbano al Paso,Combo familiar,Disfruta de 4 sándwich Lunch (17 cm) + 4 limonadas 16 Oz o 4 Coca Cola 250 ml.,¡Sale desde 20% de descuento!,41900,4.32075023651123,4200,45,55,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Qbano al Paso,Promo de la casa,"Disfruta de un sándwich especial, pollo o hawaiano (21 cm) + papas 70 gr + Limonada 16 Oz o Coca Cola 250 ml.",¡Sale desde 20% de descuento!,17900,4.32075023651123,4200,45,55,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Qbano al Paso,Sándwich Cordero en combo," Jamon de Cerdo con Cordero Pierna, Queso Mozzarella, Lechuga y Salsa Qbano",¡Lo más vendido!,22900,4.32075023651123,4200,45,55,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Qbano al Paso,Sándwich Costilla en combo," Costilla de Cerdo, Salsa BBQ, Maiz Tierno, Queso Mozzarella, Lechuga y Salsa Qbano",¡Lo más vendido!,23900,4.32075023651123,4200,45,55,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Qbano al Paso,Sándwich Especial en combo," Jamon de Cerdo, Jamonada, Jamon de Cerdo con Cordero, Queso Mozzarella, Lechuga y Salsa Qbano",¡Lo más vendido!,17900,4.32075023651123,4200,45,55,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Qbano al Paso,Sándwich Pollo,"Pechuga de Pollo Desmechada, Tomate, Queso Mozzrella, Lechuga, y Mayonesa",¡Lo más vendido!,13900,4.32075023651123,4200,45,55,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Qbano al Paso,Sándwich Super Especial,"Jamon de Cerdo, Jamonada, Jamon de Cerdo con Cordero, Salami, Tomate, Queso Mozzarella, Lechuga y Salsa Qbano",¡Lo más vendido!,13900,4.32075023651123,4200,45,55,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Qbano al Paso,SANDWICH BURGUER,"Carne Hamburguesa de Res y Cerdo, Queso Mozzarella, Tocineta, Lechuga Batavia, Tomate, Pepinillos, Salsa BBQ, Salsa Qbano",Sándwich,16900,4.32075023651123,4200,45,55,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Qbano al Paso,SANDWICH MAX PEPPERONI,"Pollo Desmechado, Pepperoni, Pimenton, Queso Mozarella, Pasta de Tomate, Salsa Hogo, Tomate, Lechuga, Oregano, Albahaca, Salsa Qbano",Sándwich,16900,4.32075023651123,4200,45,55,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Qbano al Paso,Sándwich Cordero ,"Jamon de Cerdo con Cordero Pierna, Queso Mozzarella, Lechuga y Salsa Qbano",Sándwich,16900,4.32075023651123,4200,45,55,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Qbano al Paso,Sándwich Costilla ,"Costilla de Cerdo, Salsa BBQ, Maiz Tierno, Queso Mozzarella, Lechuga y Salsa Qbano",Sándwich,17900,4.32075023651123,4200,45,55,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Qbano al Paso,Sándwich Especial ,"Jamon de Cerdo, Jamonada, Jamon de Cerdo con Cordero, Queso Mozzarella, Lechuga y Salsa Qbano",Sándwich,10900,4.32075023651123,4200,45,55,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Qbano al Paso,Sándwich Hawaiano ,"Jamon de Cerdo, Piña Calada, Queso Mozzarella y Mayonesa",Sándwich,13900,4.32075023651123,4200,45,55,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Qbano al Paso,Sándwich Noche Buena ,"Pan Frances, Salda Qbano, Lechuga Romana, Pechuga de Pavo, Carne  de costilla de  cerdo , Piña Calada, Salsa de ciruela.",Sándwich,17900,4.32075023651123,4200,45,55,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Qbano al Paso,Sándwich Pavo ,"Pechuga de Pavo, Tocineta, Queso Mozzarella, Lechuga, Salsa Qbano y Miel Mostaza",Sándwich,17900,4.32075023651123,4200,45,55,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Qbano al Paso,Sándwich Philadelphia,"Carne de Res, Salsa de Queso Cheddar, Cebolla Roja y Salsa Qbano",Sándwich,17900,4.32075023651123,4200,45,55,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Qbano al Paso,Sándwich Pollo,"Pechuga de Pollo Desmechada, Tomate, Queso Mozzrella, Lechuga, y Mayonesa",Sándwich,13900,4.32075023651123,4200,45,55,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Qbano al Paso,Sándwich Qumbia ,"Carne de res Desmechada, Hogo, Maduro, Chorizo de Cerdo, Maiz Tierno y Salsa Qbano",Sándwich,17900,4.32075023651123,4200,45,55,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Qbano al Paso,Sándwich Roast Beef ,"Roast Beef, Tomate, Queso Mozzarella, Lechuga, Salsa BBQ y Salsa Qbano",Sándwich,16900,4.32075023651123,4200,45,55,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Qbano al Paso,Sándwich Ropa Vieja,"Carne de Res Desmechada, Queso Amarillo, Lechuga, Tomate, Pimenton, Apio, Mostaza, Salsa BBQ, Pasta de Tomate, Cebolla Roja y Salsa Qbano",Sándwich,16900,4.32075023651123,4200,45,55,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Qbano al Paso,Sándwich Super Especial ,"Jamon de Cerdo, Jamonada, Jamon de Cerdo con Cordero, Salami, Tomate, Queso Mozzarella, Lechuga y Salsa Qbano",Sándwich,13900,4.32075023651123,4200,45,55,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Qbano al Paso,Sándwich Vegetariano Champiñón ,"Champiñones Frescos, Pimenton Rojo, Cebolla Cabezona Roja, Sal, Queso Mozzarella y Salsa Qbano",Sándwich,13900,4.32075023651123,4200,45,55,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Qbano al Paso,Sándwich al Pastor ,"Carne Costilla de Cerdo, Lechuga Batavia, Hogo, Pasta Tomate, Piña Calada Asada, Pico de Gallo (Cebolla Blanca, Cilantro, Tomate)",Sándwich,17900,4.32075023651123,4200,45,55,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Qbano al Paso, Sándwich Especial en combo ," Jamon de Cerdo, Jamonada, Jamon de Cerdo con Cordero, Queso Mozzarella, Lechuga y Salsa Qbano",Sándwich en Combo,17900,4.32075023651123,4200,45,55,,,,,,,
suba 2 bog 4,4.7404756 - 74.0987969,Qbano al Paso, Sándwich Hawaiano en combo ," Jamon de Cerdo, Piña Calada, Queso Mozzarella y Mayonesa",Sándwich en Combo,19900,4.32075023651123,4200,45,55,,,,,,,
